4,91.70591787439614,1.9850853410598777
8,97.06219806763285,3.054487268141119
12,102.55434782608698,3.8892639420669446
16,106.47342995169083,4.879965012711307
20,111.79045893719807,5.812951673334847
24,116.43719806763286,6.319973128553027
28,122.24939613526574,7.301845871953397
32,127.44565217391305,8.121527203905897
36,131.87198067632855,8.77336803380728
40,137.6237922705314,9.7587082044691
44,142.87439613526573,10.291676428132103
48,147.53623188405803,11.361716981773796
52,153.08574879227055,11.799050248140768
56,157.86533816425123,12.973538784051835
60,163.03743961352657,13.456341451076655
64,166.19867149758457,14.295749907755711
68,172.10446859903382,14.820158860646908
72,176.844806763285,15.436087265213226
76,181.4915458937198,15.880643118938291
80,186.79045893719808,16.729437908796818
